order_id,amount,profit,quantity,category,sub_category,payment_mode,order_date,customer_name,state,city,year_month,transaction_id,
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2/25/2024,Christopher Kirk,Florida,Miami,2024-02,B-26508_ChristopherKirk_2024-02-25,
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,6/15/2021,Eric Stevens,Florida,Miami,2021-06,B-26508_EricStevens_2021-06-15,
B-26723,5322,1423,18,Furniture,Sofas,COD,12/8/2022,James Dickerson,Texas,Houston,2022-12,B-26723_JamesDickerson_2022-12-08,
B-26723,5322,1423,18,Furniture,Sofas,COD,12/9/2023,James Jones,Texas,Dallas,2023-12,B-26723_JamesJones_2023-12-09,
B-25526,2666,559,14,Furniture,Chairs,COD,7/16/2022,Hannah Hendricks,Ohio,Cleveland,2022-07,B-25526_HannahHendricks_2022-07-16,
B-25645,8383,937,4,Furniture,Sofas,UPI,5/5/2024,Brett Mullins,Florida,Orlando,2024-05,B-25645_BrettMullins_2024-05-05,
B-25757,7560,821,4,Office Supplies,Paper,EMI,10/4/2021,Ms. Kim Jordan,Illinois,Chicago,2021-10,B-25757_Ms.KimJordan_2021-10-04,
B-26716,1314,490,16,Furniture,Sofas,UPI,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11,B-26716_MarcusSantiago_2021-11-20,
B-25424,1574,258,17,Office Supplies,Pens,EMI,9/15/2020,Jill Perez,California,San Diego,2020-09,B-25424_JillPerez_2020-09-15,
B-26453,1231,214,20,Electronics,Laptops,Debit Card,1/17/2023,Courtney Williams,Ohio,Columbus,2023-01,B-26453_CourtneyWilliams_2023-01-17,
B-26453,1231,214,20,Electronics,Laptops,Debit Card,6/16/2020,Jordan Hahn,New York,Rochester,2020-06,B-26453_JordanHahn_2020-06-16,
B-26425,6891,2529,3,Office Supplies,Binders,Debit Card,5/1/2024,William Cook,Ohio,Cleveland,2024-05,B-26425_WilliamCook_2024-05-01,
B-25843,7524,2308,15,Electronics,Laptops,EMI,12/7/2023,Stephanie Hayes,Texas,Austin,2023-12,B-25843_StephanieHayes_2023-12-07,
B-25486,4215,432,14,Furniture,Chairs,Debit Card,2/2/2024,Melissa Wise,Ohio,Columbus,2024-02,B-25486_MelissaWise_2024-02-02,
B-26975,622,218,19,Furniture,Bookcases,Credit Card,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06,B-26975_ElizabethGonzalez_2024-06-23,
B-26890,7333,1576,4,Electronics,Laptops,Credit Card,6/7/2024,Mr. Eric Lopez,New York,Buffalo,2024-06,B-26890_Mr.EricLopez_2024-06-07,
B-26125,7690,1134,4,Electronics,Electronic Games,COD,10/13/2023,Benjamin Higgins,New York,Rochester,2023-10,B-26125_BenjaminHiggins_2023-10-13,
B-26489,2791,894,14,Electronics,Laptops,COD,10/8/2022,Brett Sutton,Texas,Austin,2022-10,B-26489_BrettSutton_2022-10-08,
B-26489,2791,894,14,Electronics,Laptops,COD,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10,B-26489_AnnaBlackburn_2023-10-27,
B-26489,2791,894,14,Electronics,Laptops,COD,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02,B-26489_MichelleBailey_2021-02-09,
B-26043,8769,1989,20,Office Supplies,Paper,UPI,11/3/2020,Sara Peterson,Illinois,Chicago,2020-11,B-26043_SaraPeterson_2020-11-03,
B-26557,9057,1888,19,Electronics,Printers,COD,5/30/2022,Katherine Williams,Florida,Orlando,2022-05,B-26557_KatherineWilliams_2022-05-30,
B-25243,6113,2508,6,Electronics,Laptops,UPI,6/16/2024,Cory Evans,Florida,Orlando,2024-06,B-25243_CoryEvans_2024-06-16,
B-26932,4364,148,18,Furniture,Tables,EMI,7/15/2022,Michael Rodriguez,Ohio,Cincinnati,2022-07,B-26932_MichaelRodriguez_2022-07-15,
B-25241,9905,633,17,Office Supplies,Pens,EMI,7/18/2021,John Munoz,Texas,Dallas,2021-07,B-25241_JohnMunoz_2021-07-18,
B-25241,9905,633,17,Office Supplies,Pens,EMI,10/2/2021,David Clark,Florida,Tampa,2021-10,B-25241_DavidClark_2021-10-02,
B-25044,2493,1221,9,Office Supplies,Paper,Credit Card,4/16/2024,April Welch,Illinois,Springfield,2024-04,B-25044_AprilWelch_2024-04-16,
B-26137,3423,804,4,Electronics,Printers,Credit Card,7/9/2020,Alan Livingston,Illinois,Peoria,2020-07,B-26137_AlanLivingston_2020-07-09,
B-26137,3423,804,4,Electronics,Printers,Credit Card,7/25/2020,Angela Jackson,Texas,Dallas,2020-07,B-26137_AngelaJackson_2020-07-25,
B-26137,3423,804,4,Electronics,Printers,Credit Card,1/24/2024,Amy Williams,Texas,Austin,2024-01,B-26137_AmyWilliams_2024-01-24,
B-26137,3423,804,4,Electronics,Printers,Credit Card,5/4/2020,Laura Jordan,Texas,Dallas,2020-05,B-26137_LauraJordan_2020-05-04,
B-26137,3423,804,4,Electronics,Printers,Credit Card,11/13/2021,Richard Maynard,Ohio,Cincinnati,2021-11,B-26137_RichardMaynard_2021-11-13,
B-25545,3900,115,9,Furniture,Chairs,COD,10/7/2023,Lawrence Oliver,Illinois,Springfield,2023-10,B-25545_LawrenceOliver_2023-10-07,
B-26800,8568,2419,11,Electronics,Electronic Games,UPI,10/23/2021,Anthony Williams,New York,Rochester,2021-10,B-26800_AnthonyWilliams_2021-10-23,
B-26987,7643,3720,19,Electronics,Electronic Games,EMI,7/18/2022,Lynn Matthews,Texas,Dallas,2022-07,B-26987_LynnMatthews_2022-07-18,
B-26144,3461,1537,15,Furniture,Sofas,EMI,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08,B-26144_AndrewGriffin_2024-08-23,
B-25406,6016,431,20,Office Supplies,Pens,UPI,10/28/2020,Megan Williams,Illinois,Chicago,2020-10,B-25406_MeganWilliams_2020-10-28,
B-25658,1290,204,12,Office Supplies,Markers,UPI,6/15/2024,Alison Martin,New York,Buffalo,2024-06,B-25658_AlisonMartin_2024-06-15,
B-25658,1290,204,12,Office Supplies,Markers,UPI,12/19/2024,Samuel Wallace,California,San Francisco,2024-12,B-25658_SamuelWallace_2024-12-19,
B-25733,4569,1693,10,Electronics,Printers,UPI,9/4/2020,Manuel Stark,Illinois,Springfield,2020-09,B-25733_ManuelStark_2020-09-04,
B-26993,3083,1151,16,Furniture,Bookcases,Debit Card,4/16/2022,William Villarreal,Florida,Orlando,2022-04,B-26993_WilliamVillarreal_2022-04-16,
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,8/29/2024,Brandon Kirk,Ohio,Cleveland,2024-08,B-26964_BrandonKirk_2024-08-29,
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,1/14/2022,Abigail Brown,California,Los Angeles,2022-01,B-26964_AbigailBrown_2022-01-14,
B-26955,7301,3602,3,Office Supplies,Binders,Debit Card,4/7/2024,Kristine Carter,Texas,Houston,2024-04,B-26955_KristineCarter_2024-04-07,
B-26059,4462,121,8,Electronics,Laptops,COD,4/24/2022,Wesley Deleon,Illinois,Springfield,2022-04,B-26059_WesleyDeleon_2022-04-24,
B-26806,4027,1386,3,Furniture,Bookcases,EMI,8/27/2020,Laura Cole,Florida,Tampa,2020-08,B-26806_LauraCole_2020-08-27,
B-26299,1676,330,14,Electronics,Laptops,EMI,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03,B-26299_LaurenHarris_2023-03-01,
B-26743,7684,1157,12,Furniture,Sofas,COD,10/2/2020,Cameron Miller,Illinois,Chicago,2020-10,B-26743_CameronMiller_2020-10-02,
B-26743,7684,1157,12,Furniture,Sofas,COD,6/23/2020,Jacob Carpenter,New York,Buffalo,2020-06,B-26743_JacobCarpenter_2020-06-23,
B-26743,7684,1157,12,Furniture,Sofas,COD,8/21/2023,Pamela Callahan DVM,Ohio,Columbus,2023-08,B-26743_PamelaCallahanDVM_2023-08-21,
B-26757,6008,2498,17,Electronics,Phones,Credit Card,7/16/2022,William Ruiz,Florida,Miami,2022-07,B-26757_WilliamRuiz_2022-07-16,
B-26772,7344,2598,20,Furniture,Bookcases,COD,8/1/2022,Paula Marshall,Texas,Dallas,2022-08,B-26772_PaulaMarshall_2022-08-01,
B-26088,6932,3218,20,Office Supplies,Pens,COD,7/16/2020,Natalie Cox,Florida,Orlando,2020-07,B-26088_NatalieCox_2020-07-16,
B-26319,7748,1706,16,Electronics,Electronic Games,EMI,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,B-26319_AndrewFernandez_2020-05-02,
B-25364,8649,2631,13,Electronics,Laptops,EMI,1/10/2024,Alisha Saunders,California,San Francisco,2024-01,B-25364_AlishaSaunders_2024-01-10,
B-25364,8649,2631,13,Electronics,Laptops,EMI,9/30/2020,Travis Chandler DDS,New York,Rochester,2020-09,B-25364_TravisChandlerDDS_2020-09-30,
B-25655,4099,52,18,Electronics,Laptops,UPI,3/28/2022,Russell Austin,New York,New York City,2022-03,B-25655_RussellAustin_2022-03-28,
B-26864,2539,324,5,Electronics,Electronic Games,UPI,1/30/2021,Collin Cameron,California,San Francisco,2021-01,B-26864_CollinCameron_2021-01-30,
B-26019,9845,3062,9,Office Supplies,Paper,COD,3/14/2025,Elizabeth Hernandez,Florida,Orlando,2025-03,B-26019_ElizabethHernandez_2025-03-14,
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,10/26/2021,William Russell,Texas,Austin,2021-10,B-25849_WilliamRussell_2021-10-26,
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,1/11/2023,Sheri Berg,California,Los Angeles,2023-01,B-25849_SheriBerg_2023-01-11,
B-25829,9640,2606,2,Furniture,Bookcases,Credit Card,10/31/2021,Anthony Barnett,Illinois,Peoria,2021-10,B-25829_AnthonyBarnett_2021-10-31,
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,5/4/2023,Kaitlyn Flores,Ohio,Cleveland,2023-05,B-26065_KaitlynFlores_2023-05-04,
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,8/9/2024,Rebecca Owen,Illinois,Springfield,2024-08,B-26065_RebeccaOwen_2024-08-09,
B-25267,9894,829,1,Office Supplies,Binders,COD,8/21/2022,Michael Bell,California,San Diego,2022-08,B-25267_MichaelBell_2022-08-21,
B-25972,4911,186,20,Electronics,Phones,Debit Card,6/19/2022,Willie Huynh,New York,Buffalo,2022-06,B-25972_WillieHuynh_2022-06-19,
B-25511,9707,3483,10,Electronics,Electronic Games,EMI,1/29/2025,Samuel Hayes,Illinois,Peoria,2025-01,B-25511_SamuelHayes_2025-01-29,
B-25744,8438,3427,12,Office Supplies,Binders,Credit Card,1/14/2022,Sherry Tran,New York,Buffalo,2022-01,B-25744_SherryTran_2022-01-14,
B-26805,7664,1753,19,Electronics,Phones,Debit Card,6/15/2023,Heather Gray,Ohio,Cincinnati,2023-06,B-26805_HeatherGray_2023-06-15,
B-25620,721,258,13,Electronics,Laptops,Debit Card,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10,B-25620_BenjaminMeadows_2023-10-18,
B-25620,721,258,13,Electronics,Laptops,Debit Card,6/13/2022,Micheal Graham,New York,Buffalo,2022-06,B-25620_MichealGraham_2022-06-13,
B-25325,3944,1559,18,Electronics,Phones,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06,B-25325_JeanJackson_2024-06-12,
B-25131,9654,4111,1,Office Supplies,Paper,UPI,6/27/2022,Timothy Murphy,California,San Francisco,2022-06,B-25131_TimothyMurphy_2022-06-27,
B-26654,7838,1142,13,Electronics,Phones,UPI,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,B-26654_Mrs.JenniferLewis_2021-02-18,
B-26195,874,235,15,Office Supplies,Binders,Debit Card,5/29/2023,Bryan Brown,New York,Rochester,2023-05,B-26195_BryanBrown_2023-05-29,
B-26195,874,235,15,Office Supplies,Binders,Debit Card,6/4/2021,Christopher Johnson,Florida,Miami,2021-06,B-26195_ChristopherJohnson_2021-06-04,
B-25842,1248,584,13,Office Supplies,Pens,EMI,1/22/2024,Christina Conner,Ohio,Columbus,2024-01,B-25842_ChristinaConner_2024-01-22,
B-25842,1248,584,13,Office Supplies,Pens,EMI,12/27/2022,Luis Luna,California,San Francisco,2022-12,B-25842_LuisLuna_2022-12-27,
B-25851,3273,85,16,Electronics,Phones,UPI,3/30/2024,Julie Chavez,Ohio,Cincinnati,2024-03,B-25851_JulieChavez_2024-03-30,
B-25427,5035,2008,2,Furniture,Chairs,COD,4/4/2020,Richard Blair,Florida,Miami,2020-04,B-25427_RichardBlair_2020-04-04,
B-26224,5564,175,11,Electronics,Laptops,COD,1/22/2023,Mitchell Lester,Illinois,Chicago,2023-01,B-26224_MitchellLester_2023-01-22,
B-26224,5564,175,11,Electronics,Laptops,COD,4/12/2022,Mr. John Tyler PhD,Texas,Houston,2022-04,B-26224_Mr.JohnTylerPhD_2022-04-12,
B-26224,5564,175,11,Electronics,Laptops,COD,12/13/2023,Juan Kelly,Florida,Miami,2023-12,B-26224_JuanKelly_2023-12-13,
B-26896,6488,1591,18,Electronics,Printers,EMI,5/24/2023,Morgan Mccarthy,Texas,Dallas,2023-05,B-26896_MorganMccarthy_2023-05-24,
B-26896,6488,1591,18,Electronics,Printers,EMI,11/29/2020,Morgan Sullivan,Texas,Houston,2020-11,B-26896_MorganSullivan_2020-11-29,
B-26469,7856,3699,17,Electronics,Electronic Games,UPI,3/24/2021,Eric Clark,Florida,Orlando,2021-03,B-26469_EricClark_2021-03-24,
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,8/19/2020,Mark Padilla,California,San Diego,2020-08,B-26219_MarkPadilla_2020-08-19,
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,10/20/2022,Anthony Lane,Ohio,Cleveland,2022-10,B-26219_AnthonyLane_2022-10-20,
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,9/20/2023,Jeffrey Henderson,Florida,Tampa,2023-09,B-26119_JeffreyHenderson_2023-09-20,
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,12/26/2024,Michelle Hardy,Texas,Dallas,2024-12,B-26119_MichelleHardy_2024-12-26,
B-26988,6255,437,18,Office Supplies,Markers,COD,12/3/2021,Ms. Barbara Cervantes,New York,Rochester,2021-12,B-26988_Ms.BarbaraCervantes_2021-12-03,
B-25596,6707,1041,20,Electronics,Phones,Credit Card,9/14/2021,Steven Proctor,Texas,Austin,2021-09,B-25596_StevenProctor_2021-09-14,
B-26845,7633,184,13,Office Supplies,Pens,COD,9/30/2021,Shannon Patterson,Illinois,Springfield,2021-09,B-26845_ShannonPatterson_2021-09-30,
B-25099,975,224,18,Office Supplies,Pens,COD,12/22/2021,William Valdez,California,San Diego,2021-12,B-25099_WilliamValdez_2021-12-22,
B-26153,4906,975,7,Furniture,Tables,Debit Card,5/18/2022,Laura Yu,Texas,Houston,2022-05,B-26153_LauraYu_2022-05-18,
B-25060,1379,250,3,Office Supplies,Pens,Credit Card,10/8/2020,Jonathan Mcmillan,New York,Buffalo,2020-10,B-25060_JonathanMcmillan_2020-10-08,
B-26572,5911,2333,14,Furniture,Bookcases,EMI,8/20/2022,Austin Davis,California,San Diego,2022-08,B-26572_AustinDavis_2022-08-20,
B-26572,5911,2333,14,Furniture,Bookcases,EMI,11/25/2024,Mark Roy,California,San Francisco,2024-11,B-26572_MarkRoy_2024-11-25,
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,9/30/2020,Jillian Williams,California,San Diego,2020-09,B-25919_JillianWilliams_2020-09-30,
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2/20/2025,Rebekah Carter,Florida,Orlando,2025-02,B-25919_RebekahCarter_2025-02-20,
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,3/20/2022,Jonathan Reed,California,San Francisco,2022-03,B-25919_JonathanReed_2022-03-20,
B-26978,1108,167,18,Electronics,Laptops,Debit Card,3/7/2025,Roger Harris,Illinois,Springfield,2025-03,B-26978_RogerHarris_2025-03-07,
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,6/16/2024,Louis Jimenez,Florida,Tampa,2024-06,B-26554_LouisJimenez_2024-06-16,
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,11/21/2020,Jessica Jones,Illinois,Peoria,2020-11,B-26554_JessicaJones_2020-11-21,
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,10/1/2024,Renee Gomez,Florida,Miami,2024-10,B-26554_ReneeGomez_2024-10-01,
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,7/1/2024,Connie Olson,Texas,Houston,2024-07,B-26554_ConnieOlson_2024-07-01,
B-26883,9751,2459,13,Office Supplies,Pens,COD,11/23/2020,Christian Jones,New York,Buffalo,2020-11,B-26883_ChristianJones_2020-11-23,
B-25423,6385,2656,11,Electronics,Printers,Credit Card,3/18/2023,Matthew Kelley,Florida,Orlando,2023-03,B-25423_MatthewKelley_2023-03-18,
B-25423,6385,2656,11,Electronics,Printers,Credit Card,10/19/2022,Candace Martinez,Florida,Tampa,2022-10,B-25423_CandaceMartinez_2022-10-19,
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,8/31/2023,Jacob Mann,Texas,Austin,2023-08,B-26324_JacobMann_2023-08-31,
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,6/6/2021,Keith Reese,Texas,Austin,2021-06,B-26324_KeithReese_2021-06-06,
B-26945,7377,320,15,Electronics,Printers,Debit Card,12/21/2022,Aaron Jones,Texas,Austin,2022-12,B-26945_AaronJones_2022-12-21,
B-26405,7497,319,18,Furniture,Chairs,COD,2/12/2024,Christopher Brooks,Illinois,Peoria,2024-02,B-26405_ChristopherBrooks_2024-02-12,
B-26046,2565,983,20,Electronics,Electronic Games,Debit Card,12/5/2022,Charles Moore,Florida,Miami,2022-12,B-26046_CharlesMoore_2022-12-05,
B-25746,8243,1346,15,Office Supplies,Binders,Debit Card,4/4/2021,Manuel Walls,Texas,Houston,2021-04,B-25746_ManuelWalls_2021-04-04,
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2/12/2021,Darren Moore,Illinois,Peoria,2021-02,B-25232_DarrenMoore_2021-02-12,
B-25232,7792,1403,13,Office Supplies,Paper,UPI,12/27/2022,Stephanie Thomas,New York,Rochester,2022-12,B-25232_StephanieThomas_2022-12-27,
B-25232,7792,1403,13,Office Supplies,Paper,UPI,1/19/2024,Kristy Hernandez,California,San Diego,2024-01,B-25232_KristyHernandez_2024-01-19,
B-25591,7346,1043,10,Furniture,Sofas,Credit Card,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12,B-25591_RandyJohnson_2022-12-25,
B-26325,5449,2389,2,Electronics,Phones,UPI,10/6/2022,James Benitez,Florida,Miami,2022-10,B-26325_JamesBenitez_2022-10-06,
B-25251,2895,104,6,Furniture,Chairs,COD,4/27/2020,Donald York,New York,Buffalo,2020-04,B-25251_DonaldYork_2020-04-27,
B-25251,2895,104,6,Furniture,Chairs,COD,5/13/2024,Tiffany Parker,Texas,Houston,2024-05,B-25251_TiffanyParker_2024-05-13,
B-25464,6145,1414,4,Furniture,Chairs,COD,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10,B-25464_MelissaMcknight_2020-10-23,
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,6/11/2021,Mr. Jack Mercado,Ohio,Cincinnati,2021-06,B-26678_Mr.JackMercado_2021-06-11,
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,9/8/2021,Christian Jones,New York,Rochester,2021-09,B-26678_ChristianJones_2021-09-08,
B-25962,4202,1171,3,Office Supplies,Markers,COD,11/23/2022,Rachel Fisher,Illinois,Peoria,2022-11,B-25962_RachelFisher_2022-11-23,
B-25962,4202,1171,3,Office Supplies,Markers,COD,10/31/2022,Donald Moore,New York,Rochester,2022-10,B-25962_DonaldMoore_2022-10-31,
B-25962,4202,1171,3,Office Supplies,Markers,COD,11/6/2023,William Wu,Florida,Tampa,2023-11,B-25962_WilliamWu_2023-11-06,
B-25962,4202,1171,3,Office Supplies,Markers,COD,11/12/2023,Jesus Zuniga,Texas,Houston,2023-11,B-25962_JesusZuniga_2023-11-12,
B-26586,2239,828,1,Electronics,Printers,UPI,6/26/2023,Michael Gallegos,California,Los Angeles,2023-06,B-26586_MichaelGallegos_2023-06-26,
B-26586,2239,828,1,Electronics,Printers,UPI,9/30/2023,Robert Daniels,Illinois,Chicago,2023-09,B-26586_RobertDaniels_2023-09-30,
B-26841,9827,4208,13,Furniture,Chairs,Debit Card,9/12/2020,Jill Jones,New York,New York City,2020-09,B-26841_JillJones_2020-09-12,
B-26284,5152,2045,14,Electronics,Phones,UPI,11/27/2020,Elizabeth Miller,Illinois,Springfield,2020-11,B-26284_ElizabethMiller_2020-11-27,
B-26284,5152,2045,14,Electronics,Phones,UPI,8/25/2022,Sabrina Clark,California,Los Angeles,2022-08,B-26284_SabrinaClark_2022-08-25,
B-26284,5152,2045,14,Electronics,Phones,UPI,8/23/2023,Larry Casey,Illinois,Chicago,2023-08,B-26284_LarryCasey_2023-08-23,
B-26284,5152,2045,14,Electronics,Phones,UPI,10/11/2023,Daniel Burns,New York,Rochester,2023-10,B-26284_DanielBurns_2023-10-11,
B-26478,2542,190,1,Office Supplies,Markers,Credit Card,4/21/2022,James Tanner,Texas,Houston,2022-04,B-26478_JamesTanner_2022-04-21,
B-26679,8102,1800,5,Office Supplies,Markers,UPI,9/14/2023,Leonard Gonzalez,California,San Francisco,2023-09,B-26679_LeonardGonzalez_2023-09-14,
B-26679,8102,1800,5,Office Supplies,Markers,UPI,4/29/2020,Richard Lee,New York,Buffalo,2020-04,B-26679_RichardLee_2020-04-29,
B-26679,8102,1800,5,Office Supplies,Markers,UPI,12/15/2020,Matthew Schroeder,Ohio,Cleveland,2020-12,B-26679_MatthewSchroeder_2020-12-15,
B-26397,6200,2321,18,Furniture,Tables,Credit Card,7/11/2024,Marcus Flores,California,Los Angeles,2024-07,B-26397_MarcusFlores_2024-07-11,
B-26397,6200,2321,18,Furniture,Tables,Credit Card,9/21/2024,Tonya Long,Florida,Miami,2024-09,B-26397_TonyaLong_2024-09-21,
B-25957,4470,413,13,Electronics,Laptops,UPI,2/2/2025,Michael Chambers,California,Los Angeles,2025-02,B-25957_MichaelChambers_2025-02-02,
B-26916,916,362,7,Office Supplies,Pens,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10,B-26916_KayleeGlover_2022-10-21,
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,12/28/2021,John James,Ohio,Columbus,2021-12,B-26409_JohnJames_2021-12-28,
B-26916,916,362,7,Office Supplies,Pens,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10,B-26916_PamelaPatterson_2020-10-21,
B-25925,3022,384,1,Office Supplies,Pens,Credit Card,1/11/2022,Ronald Mckinney,Texas,Austin,2022-01,B-25925_RonaldMckinney_2022-01-11,
B-25925,3022,384,1,Office Supplies,Pens,Credit Card,2/17/2021,James Hart,Illinois,Chicago,2021-02,B-25925_JamesHart_2021-02-17,
B-25602,4853,1764,9,Office Supplies,Pens,Debit Card,11/6/2021,Rhonda Harris,Florida,Orlando,2021-11,B-25602_RhondaHarris_2021-11-06,
B-25602,4853,1764,9,Office Supplies,Pens,Debit Card,8/30/2022,Randy Fisher,Texas,Houston,2022-08,B-25602_RandyFisher_2022-08-30,
B-26592,9832,1270,1,Office Supplies,Pens,COD,10/7/2022,James Hernandez,California,San Francisco,2022-10,B-26592_JamesHernandez_2022-10-07,
B-26251,883,127,7,Furniture,Chairs,COD,6/4/2023,Brenda Murphy,California,San Francisco,2023-06,B-26251_BrendaMurphy_2023-06-04,
B-25979,9562,325,2,Electronics,Printers,Debit Card,5/13/2022,Andrew Kirby,California,San Diego,2022-05,B-25979_AndrewKirby_2022-05-13,
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,1/23/2023,Justin Thomas,California,San Francisco,2023-01,B-25437_JustinThomas_2023-01-23,
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,7/25/2021,Jillian Johnson MD,California,San Diego,2021-07,B-25437_JillianJohnsonMD_2021-07-25,
B-26986,7900,482,4,Electronics,Phones,COD,3/8/2025,William Martin,Ohio,Columbus,2025-03,B-26986_WilliamMartin_2025-03-08,
B-25990,6967,3257,17,Furniture,Bookcases,COD,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12,B-25990_MarkDixon_2022-12-25,
B-25222,4852,218,2,Furniture,Tables,EMI,4/24/2024,Alicia Allen,Texas,Dallas,2024-04,B-25222_AliciaAllen_2024-04-24,
B-25222,4852,218,2,Furniture,Tables,EMI,12/24/2021,Cynthia Meyer,Florida,Tampa,2021-12,B-25222_CynthiaMeyer_2021-12-24,
B-25222,4852,218,2,Furniture,Tables,EMI,9/7/2023,Brandon Norton,Illinois,Springfield,2023-09,B-25222_BrandonNorton_2023-09-07,
B-26402,4314,1453,6,Furniture,Sofas,COD,8/10/2021,Christina Scott,Florida,Tampa,2021-08,B-26402_ChristinaScott_2021-08-10,
B-26792,3288,1477,3,Office Supplies,Pens,EMI,5/26/2024,Andrew Macias,Texas,Austin,2024-05,B-26792_AndrewMacias_2024-05-26,
B-26792,3288,1477,3,Office Supplies,Pens,EMI,2/19/2022,Alejandro Williams,Illinois,Springfield,2022-02,B-26792_AlejandroWilliams_2022-02-19,
B-25154,3977,813,5,Office Supplies,Binders,Credit Card,12/9/2024,Mark Rodriguez,New York,New York City,2024-12,B-25154_MarkRodriguez_2024-12-09,
B-26114,6252,1377,2,Electronics,Printers,EMI,6/1/2023,Sarah Montgomery,Illinois,Chicago,2023-06,B-26114_SarahMontgomery_2023-06-01,
B-26485,9084,3253,12,Office Supplies,Pens,Debit Card,11/5/2023,Marisa Prince,New York,Buffalo,2023-11,B-26485_MarisaPrince_2023-11-05,
B-26191,8994,1481,15,Electronics,Phones,Credit Card,6/21/2020,James Bonilla,California,San Diego,2020-06,B-26191_JamesBonilla_2020-06-21,
B-26754,1089,176,16,Office Supplies,Markers,EMI,10/26/2020,Robin Myers,Texas,Dallas,2020-10,B-26754_RobinMyers_2020-10-26,
B-25953,6690,1001,19,Office Supplies,Binders,UPI,6/6/2022,Nancy Sanchez,Illinois,Springfield,2022-06,B-25953_NancySanchez_2022-06-06,
B-25953,6690,1001,19,Office Supplies,Binders,UPI,11/13/2021,Sydney Walls,Illinois,Chicago,2021-11,B-25953_SydneyWalls_2021-11-13,
B-26516,8590,3565,15,Electronics,Electronic Games,EMI,11/11/2021,Deborah Hoffman,Florida,Miami,2021-11,B-26516_DeborahHoffman_2021-11-11,
B-26843,4591,1941,19,Electronics,Printers,EMI,7/31/2021,Megan Williams,Texas,Dallas,2021-07,B-26843_MeganWilliams_2021-07-31,
B-26167,5343,655,1,Furniture,Chairs,EMI,4/13/2024,Shane Clark,California,San Diego,2024-04,B-26167_ShaneClark_2024-04-13,
B-26972,6956,318,20,Office Supplies,Markers,Debit Card,4/19/2022,Steven Haynes,Illinois,Springfield,2022-04,B-26972_StevenHaynes_2022-04-19,
B-25673,5306,2405,17,Furniture,Tables,EMI,3/23/2024,Kimberly Fuller,New York,Buffalo,2024-03,B-25673_KimberlyFuller_2024-03-23,
B-26587,8982,448,17,Furniture,Sofas,UPI,5/7/2021,Angela Lyons,New York,New York City,2021-05,B-26587_AngelaLyons_2021-05-07,
B-26668,972,106,15,Office Supplies,Pens,EMI,5/6/2022,Betty Tucker,Ohio,Cincinnati,2022-05,B-26668_BettyTucker_2022-05-06,
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,8/9/2021,Brianna Hunt,Florida,Miami,2021-08,B-26906_BriannaHunt_2021-08-09,
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,2/9/2025,Cathy Clark,Florida,Tampa,2025-02,B-26906_CathyClark_2025-02-09,
