order_id,amount,profit,quantity,category,sub_category,payment_mode,order_date,customer_name,state,city,year_month
B-25400,7759.0,3741.0,17,Electronics,Printers,UPI,2025-01-06,Nicholas Johnson,Texas,Dallas,2025-01
B-25400,7521.0,3457.0,16,Office Supplies,Markers,Debit Card,2021-03-24,Maria Thomas,Florida,Miami,2021-03
B-25400,7521.0,3457.0,16,Office Supplies,Markers,Debit Card,2025-01-06,Nicholas Johnson,Texas,Dallas,2025-01
B-25885,9704.0,4339.0,12,Office Supplies,Pens,COD,2021-03-06,Dawn Howard,Texas,Houston,2021-03
B-25885,4948.0,2356.0,18,Electronics,Printers,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,2021-03
B-25885,6435.0,334.0,10,Electronics,Electronic Games,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,2021-03
B-25004,9965.0,3033.0,16,Office Supplies,Markers,COD,2020-06-17,Jennifer Marshall,California,San Francisco,2020-06
B-25004,9965.0,3033.0,16,Office Supplies,Markers,COD,2023-09-01,Frank Garcia,New York,Buffalo,2023-09
B-26213,1523.0,234.0,3,Furniture,Sofas,UPI,2023-06-08,Terri Madden,New York,Rochester,2023-06
B-26213,9073.0,424.0,7,Electronics,Electronic Games,Debit Card,2023-06-08,Terri Madden,New York,Rochester,2023-06
B-25025,6447.0,3079.0,20,Electronics,Laptops,COD,2021-03-25,James Gutierrez,New York,Rochester,2021-03
B-25025,8947.0,2807.0,6,Electronics,Electronic Games,Credit Card,2021-03-25,James Gutierrez,New York,Rochester,2021-03
B-26804,914.0,400.0,8,Office Supplies,Pens,Debit Card,2021-01-03,Morgan Sellers,California,Los Angeles,2021-01
B-26804,1548.0,666.0,3,Office Supplies,Paper,Credit Card,2021-01-03,Morgan Sellers,California,Los Angeles,2021-01
B-26797,2759.0,1149.0,6,Furniture,Tables,Credit Card,2024-12-27,Caitlin Thomas,New York,New York City,2024-12
B-26556,1341.0,615.0,4,Electronics,Laptops,UPI,2022-08-12,Kimberly Greene,Florida,Orlando,2022-08
B-25861,9851.0,2669.0,19,Electronics,Electronic Games,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,2022-03
B-25861,9851.0,2669.0,19,Electronics,Electronic Games,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,2023-07
B-25861,9851.0,2669.0,19,Electronics,Electronic Games,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,2022-09
B-25861,9989.0,3930.0,14,Furniture,Tables,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,2022-03
B-25861,9989.0,3930.0,14,Furniture,Tables,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,2023-07
B-25861,9989.0,3930.0,14,Furniture,Tables,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,2022-09
B-25112,7421.0,958.0,10,Furniture,Tables,COD,2022-12-20,Justin Vasquez,Texas,Houston,2022-12
B-25112,7421.0,958.0,10,Furniture,Tables,COD,2022-01-16,Melissa Morales,Texas,Houston,2022-01
B-25112,7421.0,958.0,10,Furniture,Tables,COD,2023-01-29,Tyler Thompson,Texas,Dallas,2023-01
B-25223,3099.0,479.0,1,Office Supplies,Paper,COD,2022-01-15,Heidi Davis,New York,Buffalo,2022-01
B-25223,2521.0,906.0,7,Electronics,Phones,COD,2022-01-15,Heidi Davis,New York,Buffalo,2022-01
B-25714,6962.0,3429.0,12,Electronics,Electronic Games,UPI,2024-03-24,Charles Lane,Texas,Dallas,2024-03
B-25714,6962.0,3429.0,12,Electronics,Electronic Games,UPI,2025-02-19,Joyce Good MD,Florida,Miami,2025-02
B-26607,1085.0,301.0,20,Furniture,Bookcases,UPI,2024-07-13,Maria Miller,New York,Buffalo,2024-07
B-25038,738.0,342.0,2,Furniture,Chairs,Debit Card,2023-04-28,Terry Mcdaniel,Ohio,Cincinnati,2023-04
B-25038,738.0,342.0,2,Furniture,Chairs,Debit Card,2020-12-05,Lisa Jacobs,New York,Buffalo,2020-12
B-25038,738.0,342.0,2,Furniture,Chairs,Debit Card,2024-05-14,Jeff Duncan,Ohio,Cincinnati,2024-05
B-25038,738.0,342.0,2,Furniture,Chairs,Debit Card,2022-01-18,Pamela Jones,New York,New York City,2022-01
B-26672,1366.0,242.0,17,Electronics,Electronic Games,EMI,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09
B-26672,1518.0,155.0,13,Office Supplies,Markers,Credit Card,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09
B-25747,2962.0,1470.0,1,Electronics,Phones,COD,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05
B-25747,2962.0,1470.0,1,Electronics,Phones,COD,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09
B-25747,7131.0,718.0,12,Electronics,Printers,UPI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05
B-25747,7131.0,718.0,12,Electronics,Printers,UPI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09
B-25747,4200.0,855.0,10,Office Supplies,Markers,EMI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05
B-25747,4200.0,855.0,10,Office Supplies,Markers,EMI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09
B-26322,5934.0,1563.0,2,Office Supplies,Markers,EMI,2024-09-06,David Brown,Illinois,Peoria,2024-09
B-26613,2701.0,322.0,11,Electronics,Printers,UPI,2022-06-18,Amber Moore,New York,New York City,2022-06
B-26613,7273.0,2702.0,18,Office Supplies,Paper,COD,2022-06-18,Amber Moore,New York,New York City,2022-06
B-25413,2465.0,699.0,18,Office Supplies,Markers,Debit Card,2020-05-22,James Williams,California,San Francisco,2020-05
B-26466,3479.0,1087.0,2,Office Supplies,Markers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10
B-26466,5457.0,1765.0,7,Electronics,Printers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10
B-26610,4957.0,1152.0,8,Office Supplies,Markers,Credit Card,2022-03-22,Meghan Rush,Ohio,Cleveland,2022-03
B-26209,4404.0,858.0,17,Office Supplies,Pens,Debit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03
B-26209,8776.0,2529.0,15,Furniture,Sofas,Credit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03
B-26622,9536.0,1437.0,9,Electronics,Phones,UPI,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04
B-26622,2225.0,589.0,7,Furniture,Sofas,Credit Card,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04
B-26601,9574.0,4045.0,19,Furniture,Bookcases,UPI,2024-03-13,Melinda Montoya,California,San Francisco,2024-03
B-26601,4382.0,482.0,17,Electronics,Electronic Games,COD,2024-03-13,Melinda Montoya,California,San Francisco,2024-03
B-25894,8200.0,257.0,19,Electronics,Laptops,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03
B-25894,9316.0,3003.0,13,Furniture,Sofas,Credit Card,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03
B-25894,6379.0,3128.0,15,Electronics,Electronic Games,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03
B-26969,3348.0,568.0,5,Office Supplies,Markers,Credit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03
B-26969,3348.0,568.0,5,Office Supplies,Markers,Credit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04
B-26969,8856.0,2020.0,9,Office Supplies,Pens,Debit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03
B-26969,8856.0,2020.0,9,Office Supplies,Pens,Debit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04
B-26312,1760.0,619.0,16,Furniture,Sofas,Debit Card,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09
B-26312,1760.0,619.0,16,Furniture,Sofas,Debit Card,2023-01-28,Becky Hodges,Texas,Houston,2023-01
B-26312,6351.0,986.0,15,Electronics,Printers,UPI,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09
B-26312,6351.0,986.0,15,Electronics,Printers,UPI,2023-01-28,Becky Hodges,Texas,Houston,2023-01
B-26837,869.0,373.0,14,Office Supplies,Paper,Credit Card,2021-07-08,Larry Hill,New York,New York City,2021-07
B-26837,869.0,373.0,14,Office Supplies,Paper,Credit Card,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04
B-26837,1486.0,114.0,7,Furniture,Bookcases,UPI,2021-07-08,Larry Hill,New York,New York City,2021-07
B-26837,1486.0,114.0,7,Furniture,Bookcases,UPI,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04
B-26166,2999.0,145.0,13,Office Supplies,Binders,COD,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08
B-26166,5142.0,1916.0,20,Office Supplies,Paper,EMI,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08
B-25695,1239.0,575.0,17,Electronics,Laptops,UPI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12
B-25695,1239.0,575.0,17,Electronics,Laptops,UPI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06
B-25695,1262.0,515.0,16,Electronics,Electronic Games,EMI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12
B-25695,1262.0,515.0,16,Electronics,Electronic Games,EMI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06
B-26068,1033.0,254.0,5,Furniture,Bookcases,COD,2020-08-28,Carol Norman,New York,Rochester,2020-08
B-26023,1518.0,159.0,19,Electronics,Printers,UPI,2020-09-26,Stephanie Gardner,California,San Diego,2020-09
B-26677,8581.0,2444.0,2,Office Supplies,Paper,Debit Card,2020-12-13,Philip Baker,Illinois,Peoria,2020-12
B-26677,8581.0,2444.0,2,Office Supplies,Paper,Debit Card,2020-11-19,Randall Dennis,Florida,Orlando,2020-11
B-25701,1167.0,463.0,5,Office Supplies,Pens,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09
B-25701,2841.0,803.0,20,Electronics,Laptops,Credit Card,2023-09-13,Suzanne Cross,Texas,Austin,2023-09
B-25701,5680.0,2159.0,19,Furniture,Tables,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09
B-26523,8204.0,2382.0,6,Office Supplies,Pens,UPI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03
B-26523,8204.0,2382.0,6,Office Supplies,Pens,UPI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10
B-26523,2850.0,904.0,6,Electronics,Phones,EMI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03
B-26523,2850.0,904.0,6,Electronics,Phones,EMI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10
B-25880,907.0,391.0,9,Office Supplies,Pens,Credit Card,2023-08-04,Kaitlyn Graham MD,New York,New York City,2023-08
B-26898,2174.0,265.0,19,Office Supplies,Pens,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04
B-26898,8541.0,2029.0,12,Electronics,Electronic Games,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04
B-26898,1931.0,551.0,3,Furniture,Bookcases,EMI,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04
B-26035,1281.0,340.0,3,Electronics,Electronic Games,Debit Card,2021-12-31,Megan Mack,Texas,Austin,2021-12
B-26035,2404.0,253.0,15,Electronics,Laptops,COD,2021-12-31,Megan Mack,Texas,Austin,2021-12
B-25573,2119.0,196.0,1,Furniture,Sofas,COD,2020-08-16,Heather Johnson,California,Los Angeles,2020-08
B-25463,3137.0,571.0,9,Office Supplies,Pens,Debit Card,2025-02-02,Tina Davies,Illinois,Chicago,2025-02
B-26277,2323.0,727.0,7,Furniture,Tables,COD,2022-02-24,Matthew Harris,Texas,Dallas,2022-02
B-26277,1368.0,406.0,9,Furniture,Bookcases,UPI,2022-02-24,Matthew Harris,Texas,Dallas,2022-02
B-26508,9204.0,3289.0,16,Electronics,Laptops,Credit Card,2024-02-25,Christopher Kirk,Florida,Miami,2024-02
B-26508,9204.0,3289.0,16,Electronics,Laptops,Credit Card,2021-06-15,Eric Stevens,Florida,Miami,2021-06
B-26508,9894.0,3698.0,20,Office Supplies,Paper,EMI,2024-02-25,Christopher Kirk,Florida,Miami,2024-02
B-26508,9894.0,3698.0,20,Office Supplies,Paper,EMI,2021-06-15,Eric Stevens,Florida,Miami,2021-06
B-26723,5322.0,1423.0,18,Furniture,Sofas,COD,2022-12-08,James Dickerson,Texas,Houston,2022-12
B-26723,5322.0,1423.0,18,Furniture,Sofas,COD,2023-12-09,James Jones,Texas,Dallas,2023-12
B-25526,2666.0,559.0,14,Furniture,Chairs,COD,2022-07-16,Hannah Hendricks,Ohio,Cleveland,2022-07
B-25645,8383.0,937.0,4,Furniture,Sofas,UPI,2024-05-05,Brett Mullins,Florida,Orlando,2024-05
B-25757,7560.0,821.0,4,Office Supplies,Paper,EMI,2021-10-04,Ms. Kim Jordan,Illinois,Chicago,2021-10
B-26716,1314.0,490.0,16,Furniture,Sofas,UPI,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11
B-26716,4390.0,179.0,1,Furniture,Tables,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11
B-26716,1150.0,58.0,7,Office Supplies,Binders,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11
B-25424,1574.0,258.0,17,Office Supplies,Pens,EMI,2020-09-15,Jill Perez,California,San Diego,2020-09
B-25424,5635.0,318.0,17,Office Supplies,Binders,UPI,2020-09-15,Jill Perez,California,San Diego,2020-09
B-25424,6515.0,961.0,11,Furniture,Sofas,Debit Card,2020-09-15,Jill Perez,California,San Diego,2020-09
B-26453,1231.0,214.0,20,Electronics,Laptops,Debit Card,2023-01-17,Courtney Williams,Ohio,Columbus,2023-01
B-26453,1231.0,214.0,20,Electronics,Laptops,Debit Card,2020-06-16,Jordan Hahn,New York,Rochester,2020-06
B-26425,6891.0,2529.0,3,Office Supplies,Binders,Debit Card,2024-05-01,William Cook,Ohio,Cleveland,2024-05
B-25843,7524.0,2308.0,15,Electronics,Laptops,EMI,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12
B-25843,6864.0,1824.0,14,Electronics,Printers,Credit Card,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12
B-25486,4215.0,432.0,14,Furniture,Chairs,Debit Card,2024-02-02,Melissa Wise,Ohio,Columbus,2024-02
B-26975,622.0,218.0,19,Furniture,Bookcases,Credit Card,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06
B-26975,1755.0,495.0,18,Office Supplies,Pens,UPI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06
B-26975,8020.0,3898.0,20,Electronics,Electronic Games,EMI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06
B-26890,7333.0,1576.0,4,Electronics,Laptops,Credit Card,2024-06-07,Mr. Eric Lopez,New York,Buffalo,2024-06
B-26125,7690.0,1134.0,4,Electronics,Electronic Games,COD,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10
B-26125,912.0,246.0,2,Furniture,Sofas,EMI,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10
B-26489,2791.0,894.0,14,Electronics,Laptops,COD,2022-10-08,Brett Sutton,Texas,Austin,2022-10
B-26489,2791.0,894.0,14,Electronics,Laptops,COD,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,2791.0,894.0,14,Electronics,Laptops,COD,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02
B-26489,6223.0,1478.0,3,Furniture,Sofas,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10
B-26489,6223.0,1478.0,3,Furniture,Sofas,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,6223.0,1478.0,3,Furniture,Sofas,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02
B-26489,8943.0,3121.0,17,Furniture,Chairs,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10
B-26489,8943.0,3121.0,17,Furniture,Chairs,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,8943.0,3121.0,17,Furniture,Chairs,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02
B-26489,3297.0,102.0,12,Electronics,Phones,Credit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10
B-26489,3297.0,102.0,12,Electronics,Phones,Credit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,3297.0,102.0,12,Electronics,Phones,Credit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02
B-26043,8769.0,1989.0,20,Office Supplies,Paper,UPI,2020-11-03,Sara Peterson,Illinois,Chicago,2020-11
B-26557,9057.0,1888.0,19,Electronics,Printers,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05
B-26557,6864.0,3275.0,11,Furniture,Tables,Credit Card,2022-05-30,Katherine Williams,Florida,Orlando,2022-05
B-26557,9200.0,809.0,13,Electronics,Laptops,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05
B-25243,6113.0,2508.0,6,Electronics,Laptops,UPI,2024-06-16,Cory Evans,Florida,Orlando,2024-06
B-25243,7733.0,2784.0,15,Furniture,Tables,EMI,2024-06-16,Cory Evans,Florida,Orlando,2024-06
B-25243,8524.0,154.0,14,Furniture,Tables,COD,2024-06-16,Cory Evans,Florida,Orlando,2024-06
B-25243,6187.0,2344.0,15,Furniture,Bookcases,EMI,2024-06-16,Cory Evans,Florida,Orlando,2024-06
B-26932,4364.0,148.0,18,Furniture,Tables,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,2022-07
B-26932,736.0,286.0,12,Office Supplies,Pens,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,2022-07
B-25241,9905.0,633.0,17,Office Supplies,Pens,EMI,2021-07-18,John Munoz,Texas,Dallas,2021-07
B-25241,9905.0,633.0,17,Office Supplies,Pens,EMI,2021-10-02,David Clark,Florida,Tampa,2021-10
B-25044,2493.0,1221.0,9,Office Supplies,Paper,Credit Card,2024-04-16,April Welch,Illinois,Springfield,2024-04
B-25044,9849.0,963.0,1,Office Supplies,Pens,Credit Card,2024-04-16,April Welch,Illinois,Springfield,2024-04
B-26137,3423.0,804.0,4,Electronics,Printers,Credit Card,2020-07-09,Alan Livingston,Illinois,Peoria,2020-07
B-26137,3423.0,804.0,4,Electronics,Printers,Credit Card,2020-07-25,Angela Jackson,Texas,Dallas,2020-07
B-26137,3423.0,804.0,4,Electronics,Printers,Credit Card,2024-01-24,Amy Williams,Texas,Austin,2024-01
B-26137,3423.0,804.0,4,Electronics,Printers,Credit Card,2020-05-04,Laura Jordan,Texas,Dallas,2020-05
B-26137,3423.0,804.0,4,Electronics,Printers,Credit Card,2021-11-13,Richard Maynard,Ohio,Cincinnati,2021-11
B-25545,3900.0,115.0,9,Furniture,Chairs,COD,2023-10-07,Lawrence Oliver,Illinois,Springfield,2023-10
B-26800,8568.0,2419.0,11,Electronics,Electronic Games,UPI,2021-10-23,Anthony Williams,New York,Rochester,2021-10
B-26800,3283.0,71.0,6,Office Supplies,Pens,EMI,2021-10-23,Anthony Williams,New York,Rochester,2021-10
B-26987,7643.0,3720.0,19,Electronics,Electronic Games,EMI,2022-07-18,Lynn Matthews,Texas,Dallas,2022-07
B-26144,3461.0,1537.0,15,Furniture,Sofas,EMI,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08
B-26144,5714.0,1438.0,6,Electronics,Electronic Games,Credit Card,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08
B-26144,3853.0,1457.0,10,Office Supplies,Binders,COD,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08
B-25406,6016.0,431.0,20,Office Supplies,Pens,UPI,2020-10-28,Megan Williams,Illinois,Chicago,2020-10
B-25658,1290.0,204.0,12,Office Supplies,Markers,UPI,2024-06-15,Alison Martin,New York,Buffalo,2024-06
B-25658,1290.0,204.0,12,Office Supplies,Markers,UPI,2024-12-19,Samuel Wallace,California,San Francisco,2024-12
B-25733,4569.0,1693.0,10,Electronics,Printers,UPI,2020-09-04,Manuel Stark,Illinois,Springfield,2020-09
B-26993,3083.0,1151.0,16,Furniture,Bookcases,Debit Card,2022-04-16,William Villarreal,Florida,Orlando,2022-04
B-26964,3522.0,898.0,15,Office Supplies,Pens,Credit Card,2024-08-29,Brandon Kirk,Ohio,Cleveland,2024-08
B-26964,3522.0,898.0,15,Office Supplies,Pens,Credit Card,2022-01-14,Abigail Brown,California,Los Angeles,2022-01
B-26955,7301.0,3602.0,3,Office Supplies,Binders,Debit Card,2024-04-07,Kristine Carter,Texas,Houston,2024-04
B-26059,4462.0,121.0,8,Electronics,Laptops,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,2022-04
B-26059,6212.0,1881.0,17,Electronics,Phones,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,2022-04
B-26806,4027.0,1386.0,3,Furniture,Bookcases,EMI,2020-08-27,Laura Cole,Florida,Tampa,2020-08
B-26299,1676.0,330.0,14,Electronics,Laptops,EMI,2023-03-01,Lauren Harris,Ohio,Cleveland,2023-03
B-26299,3927.0,1133.0,12,Furniture,Bookcases,COD,2023-03-01,Lauren Harris,Ohio,Cleveland,2023-03
B-26299,2776.0,887.0,9,Electronics,Phones,Debit Card,2023-03-01,Lauren Harris,Ohio,Cleveland,2023-03
B-26743,7684.0,1157.0,12,Furniture,Sofas,COD,2020-10-02,Cameron Miller,Illinois,Chicago,2020-10
B-26743,7684.0,1157.0,12,Furniture,Sofas,COD,2020-06-23,Jacob Carpenter,New York,Buffalo,2020-06
B-26743,7684.0,1157.0,12,Furniture,Sofas,COD,2023-08-21,Pamela Callahan DVM,Ohio,Columbus,2023-08
B-26757,6008.0,2498.0,17,Electronics,Phones,Credit Card,2022-07-16,William Ruiz,Florida,Miami,2022-07
B-26772,7344.0,2598.0,20,Furniture,Bookcases,COD,2022-08-01,Paula Marshall,Texas,Dallas,2022-08
B-26088,6932.0,3218.0,20,Office Supplies,Pens,COD,2020-07-16,Natalie Cox,Florida,Orlando,2020-07
B-26319,7748.0,1706.0,16,Electronics,Electronic Games,EMI,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-26319,6381.0,2763.0,20,Office Supplies,Markers,UPI,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-26319,992.0,64.0,6,Electronics,Phones,Credit Card,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-25364,8649.0,2631.0,13,Electronics,Laptops,EMI,2024-01-10,Alisha Saunders,California,San Francisco,2024-01
B-25364,8649.0,2631.0,13,Electronics,Laptops,EMI,2020-09-30,Travis Chandler DDS,New York,Rochester,2020-09
B-25655,4099.0,52.0,18,Electronics,Laptops,UPI,2022-03-28,Russell Austin,New York,New York City,2022-03
B-26864,2539.0,324.0,5,Electronics,Electronic Games,UPI,2021-01-30,Collin Cameron,California,San Francisco,2021-01
B-26019,9845.0,3062.0,9,Office Supplies,Paper,COD,2025-03-14,Elizabeth Hernandez,Florida,Orlando,2025-03
B-25849,2901.0,1411.0,2,Office Supplies,Paper,Debit Card,2021-10-26,William Russell,Texas,Austin,2021-10
B-25849,2901.0,1411.0,2,Office Supplies,Paper,Debit Card,2023-01-11,Sheri Berg,California,Los Angeles,2023-01
B-25849,6934.0,1152.0,6,Office Supplies,Pens,Credit Card,2021-10-26,William Russell,Texas,Austin,2021-10
B-25849,6934.0,1152.0,6,Office Supplies,Pens,Credit Card,2023-01-11,Sheri Berg,California,Los Angeles,2023-01
B-25829,9640.0,2606.0,2,Furniture,Bookcases,Credit Card,2021-10-31,Anthony Barnett,Illinois,Peoria,2021-10
B-26065,7930.0,1981.0,13,Furniture,Chairs,Credit Card,2023-05-04,Kaitlyn Flores,Ohio,Cleveland,2023-05
B-26065,7930.0,1981.0,13,Furniture,Chairs,Credit Card,2024-08-09,Rebecca Owen,Illinois,Springfield,2024-08
B-25267,9894.0,829.0,1,Office Supplies,Binders,COD,2022-08-21,Michael Bell,California,San Diego,2022-08
B-25267,4534.0,2235.0,4,Furniture,Tables,COD,2022-08-21,Michael Bell,California,San Diego,2022-08
B-25972,4911.0,186.0,20,Electronics,Phones,Debit Card,2022-06-19,Willie Huynh,New York,Buffalo,2022-06
B-25972,531.0,189.0,20,Furniture,Bookcases,Debit Card,2022-06-19,Willie Huynh,New York,Buffalo,2022-06
B-25511,9707.0,3483.0,10,Electronics,Electronic Games,EMI,2025-01-29,Samuel Hayes,Illinois,Peoria,2025-01
B-25511,8521.0,2584.0,7,Office Supplies,Paper,COD,2025-01-29,Samuel Hayes,Illinois,Peoria,2025-01
B-25744,8438.0,3427.0,12,Office Supplies,Binders,Credit Card,2022-01-14,Sherry Tran,New York,Buffalo,2022-01
B-25744,1689.0,109.0,9,Electronics,Electronic Games,UPI,2022-01-14,Sherry Tran,New York,Buffalo,2022-01
B-25744,3936.0,1626.0,14,Office Supplies,Paper,COD,2022-01-14,Sherry Tran,New York,Buffalo,2022-01
B-26805,7664.0,1753.0,19,Electronics,Phones,Debit Card,2023-06-15,Heather Gray,Ohio,Cincinnati,2023-06
B-25620,721.0,258.0,13,Electronics,Laptops,Debit Card,2023-10-18,Benjamin Meadows,Illinois,Peoria,2023-10
B-25620,721.0,258.0,13,Electronics,Laptops,Debit Card,2022-06-13,Micheal Graham,New York,Buffalo,2022-06
B-25620,8364.0,3055.0,17,Electronics,Laptops,Credit Card,2023-10-18,Benjamin Meadows,Illinois,Peoria,2023-10
B-25620,8364.0,3055.0,17,Electronics,Laptops,Credit Card,2022-06-13,Micheal Graham,New York,Buffalo,2022-06
B-25620,5234.0,2021.0,15,Furniture,Bookcases,EMI,2023-10-18,Benjamin Meadows,Illinois,Peoria,2023-10
B-25620,5234.0,2021.0,15,Furniture,Bookcases,EMI,2022-06-13,Micheal Graham,New York,Buffalo,2022-06
B-25325,3944.0,1559.0,18,Electronics,Phones,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,2024-06
B-25325,6711.0,1045.0,12,Office Supplies,Pens,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,2024-06
B-25325,5031.0,714.0,4,Furniture,Tables,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,2024-06
B-25325,6295.0,2469.0,14,Office Supplies,Binders,EMI,2024-06-12,Jean Jackson,California,San Francisco,2024-06
B-25131,9654.0,4111.0,1,Office Supplies,Paper,UPI,2022-06-27,Timothy Murphy,California,San Francisco,2022-06
B-25131,3112.0,1065.0,20,Office Supplies,Binders,COD,2022-06-27,Timothy Murphy,California,San Francisco,2022-06
B-26654,7838.0,1142.0,13,Electronics,Phones,UPI,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,2021-02
B-26654,9300.0,3146.0,6,Electronics,Phones,Credit Card,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,2021-02
B-26654,1733.0,133.0,17,Office Supplies,Paper,Debit Card,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,2021-02
B-26195,874.0,235.0,15,Office Supplies,Binders,Debit Card,2023-05-29,Bryan Brown,New York,Rochester,2023-05
B-26195,874.0,235.0,15,Office Supplies,Binders,Debit Card,2021-06-04,Christopher Johnson,Florida,Miami,2021-06
B-25842,1248.0,584.0,13,Office Supplies,Pens,EMI,2024-01-22,Christina Conner,Ohio,Columbus,2024-01
B-25842,1248.0,584.0,13,Office Supplies,Pens,EMI,2022-12-27,Luis Luna,California,San Francisco,2022-12
B-25842,3669.0,154.0,14,Office Supplies,Markers,EMI,2024-01-22,Christina Conner,Ohio,Columbus,2024-01
B-25842,3669.0,154.0,14,Office Supplies,Markers,EMI,2022-12-27,Luis Luna,California,San Francisco,2022-12
